region,window,metric,metric_label,n_total,test,n,r,r2,p,min_detectable_r,fdr_significant,n_tests
Selkirks (Schweitzer),Early season,mean_swe,Base (mean SWE in window),45,nested,45,,0.011152758108468077,0.5003168750256055,0.40723664075787896,False,2619
Front Range (Winter Park/Loveland/A-Basin),Midwinter,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.010386694486613416,0.5003383936158879,0.3949367405566347,False,2619
Central Cascades (Stevens/Snoqualmie),Holidays,new_snow_in_total,Total new snow in the window (in),45,within_nina,16,-0.18390194411371755,0.03381992504880489,0.500499900019996,0.6509928978614332,False,2619
Blue Mtns (Anthony Lakes),Early season,days_with_base,Days per 30 with a skiable base,48,within_nina,16,0.20575703012504448,0.04233595544587846,0.5008998200359928,0.6509928978614332,False,2619
Tetons (Jackson/Targhee),Holidays,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,-0.18343763505745866,0.03364936595547339,0.5008998200359928,0.6509928978614332,False,2619
S Washington Cascades (Crystal/White Pass),Early season,days_with_base,Days per 30 with a skiable base,45,within_nino,15,-0.20576703738894084,0.04234007367582178,0.5010997800439912,0.6688990105175066,False,2619
Blue Mtns (Anthony Lakes),Spring,new_snow_in_total,Total new snow in the window (in),48,nested,48,,0.010343995544706396,0.5012250745557411,0.3949367405566347,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Holidays,mean_swe,Base (mean SWE in window),48,within_nino,16,0.1834846687762946,0.03366662367594654,0.5020995800839833,0.6509928978614332,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Early season,mean_swe,Base (mean SWE in window),48,within_nina,16,0.17573509997856915,0.030882825364477694,0.50249950009998,0.6509928978614332,False,2619
Beartooth & Absaroka (Red Lodge),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),53,within_nino,18,0.16443520822810967,0.027038937705021786,0.5028994201159768,0.6189900709973589,False,2619
Bighorn Mtns (Meadowlark),Holidays,mean_depth,Base (mean snow depth),23,nested,23,,0.023934790622150537,0.5031116250098107,0.5556053417105351,False,2619
Bridger Range (Bridger Bowl),Midwinter,days_with_base,Days per 30 with a skiable base,50,nested,50,,0.009800219931853675,0.5032193331417504,0.387328532677401,False,2619
Central Cascades (Stevens/Snoqualmie),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),45,within_nino,15,0.18621468770838936,0.03467590991833298,0.5036992601479704,0.6688990105175066,False,2619
Gore & Tenmile (Vail/Summit/Copper),Holidays,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.010203713306335635,0.5041568070601409,0.3949367405566347,False,2619
Blue Mtns (Anthony Lakes),Holidays,new_snow_in_total,Total new snow in the window (in),48,nested,48,,0.010189781503271015,0.5044495402555222,0.3949367405566347,False,2619
Madison & Gallatin (Big Sky),Early season,mean_depth,Base (mean snow depth),27,nested,27,,0.01956372484082738,0.5048758100858421,0.5167321619197414,False,2619
Missoula ranges (Montana Snowbowl),Spring,mean_swe,Base (mean SWE in window),46,within_nino,15,-0.1916273533322408,0.03672104254511946,0.5048990201959608,0.6688990105175066,False,2619
S Sangre de Cristo (Santa Fe),Spring,days_with_base,Days per 30 with a skiable base,46,within_nina,16,0.1824861917497233,0.03330121017931678,0.5050989802039592,0.6509928978614332,False,2619
Bighorn Mtns (Meadowlark),Early season,mean_swe,Base (mean SWE in window),48,within_nino,16,-0.17901045728011772,0.03204474381563685,0.5056988602279544,0.6509928978614332,False,2619
San Francisco Peaks (AZ Snowbowl),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,0.17878803275711871,0.031965160657160555,0.5060987802439512,0.6509928978614332,False,2619
Wind River Range,Spring,mean_swe,Base (mean SWE in window),48,nested,48,,0.010107819444357848,0.5061775409618072,0.3949367405566347,False,2619
Bighorn Mtns (Meadowlark),Midwinter,days_with_base,Days per 30 with a skiable base,48,within_nina,16,0.17774303522285373,0.031592586570232624,0.506498700259948,0.6509928978614332,False,2619
Elk Mtns (Aspen/Crested Butte),Spring,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.01056131309414555,0.5068030763175172,0.40301026636269627,False,2619
Missoula ranges (Montana Snowbowl),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,-0.19106054009661855,0.036504129982011586,0.5072985402919417,0.6688990105175066,False,2619
Snowy Range & Sierra Madre,Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nina,16,0.17951247823533512,0.032224729842191664,0.5080983803239352,0.6509928978614332,False,2619
S San Juans (Wolf Creek),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,-0.18235063350285136,0.03325175353889122,0.5080983803239352,0.6509928978614332,False,2619
S Sierra (Mammoth/June),Midwinter,days_with_base,Days per 30 with a skiable base,48,within_nino,16,0.17331273549940193,0.030037304286285656,0.508498300339932,0.6509928978614332,False,2619
Bighorn Mtns (Meadowlark),Spring,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.009971915474854874,0.5090649767186326,0.3949367405566347,False,2619
North Cascades (Mt Baker),Holidays,mean_swe,Base (mean SWE in window),31,within_nina,13,-0.19674671443643635,0.03870926964153263,0.5092981403719257,0.7093821438227795,False,2619
Central Cascades (Stevens/Snoqualmie),Spring,days_with_base,Days per 30 with a skiable base,45,within_nina,16,-0.19098580106833665,0.03647557620971426,0.5092981403719257,0.6509928978614332,False,2619
Mt Hood,Midwinter,new_snow_in_total,Total new snow in the window (in),48,within_nino,16,0.17540547408544427,0.030767080339139462,0.509498100379924,0.6509928978614332,False,2619
Bridger Range (Bridger Bowl),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),50,within_nino,18,-0.16474618096399812,0.027141304142222416,0.5100979804039192,0.6189900709973589,False,2619
Gore & Tenmile (Vail/Summit/Copper),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nino,16,0.18325925540915378,0.03358395469311746,0.5102979404119176,0.6509928978614332,False,2619
Ruby Mtns & NE Nevada,Early season,mean_swe,Base (mean SWE in window),46,within_nina,16,0.17447314298952812,0.030440877624644327,0.510497900419916,0.6509928978614332,False,2619
S San Juans (Wolf Creek),Spring,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,0.18859224413318304,0.03556703454719011,0.5106978604279144,0.6688990105175066,False,2619
Selkirks (Schweitzer),Midwinter,days_with_base,Days per 30 with a skiable base,39,within_nina,14,-0.23559632214042214,0.055505627006093565,0.5106978604279144,0.6882955938502429,False,2619
S San Juans (Wolf Creek),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,-0.17877742656849754,0.03196136825045453,0.5108978204359128,0.6509928978614332,False,2619
S Sierra (Mammoth/June),Midwinter,mean_swe,Base (mean SWE in window),48,within_nino,16,0.17224562602516036,0.0296685556847994,0.5120975804839032,0.6509928978614332,False,2619
S Sangre de Cristo (Santa Fe),Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,-0.1855736223238959,0.03443756930241196,0.5122975404919016,0.6688990105175066,False,2619
Central Oregon (Mt Bachelor),Holidays,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.17725790372975767,0.03142036443466804,0.5122975404919016,0.6509928978614332,False,2619
Uinta Mtns,Midwinter,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.009783565812445723,0.513113316598578,0.3949367405566347,False,2619
S Sierra (Mammoth/June),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),48,nested,48,,0.009758506024422832,0.5136560972665734,0.3949367405566347,False,2619
Sawtooth & Smoky (Sun Valley),Spring,mean_depth,Base (mean snow depth),29,nested,29,,0.017236214167296482,0.513923598033914,0.5000974343469677,False,2619
N Sangre de Cristo (Taos),Holidays,new_snow_in_total,Total new snow in the window (in),47,within_nina,16,0.17773554435031372,0.03158992372550234,0.5142971405718856,0.6509928978614332,False,2619
Whitefish & Flathead Range,Midwinter,mean_depth,Base (mean snow depth),25,nested,25,,0.020497700671383307,0.5145945695416765,0.5351255042517953,False,2619
Uinta Mtns,Early season,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.00970180335399868,0.5148878908362754,0.3949367405566347,False,2619
Bighorn Mtns (Meadowlark),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,nested,48,,0.009700871559056983,0.5149081753041692,0.3949367405566347,False,2619
Whitefish & Flathead Range,Midwinter,days_with_base,Days per 30 with a skiable base,51,within_nino,18,0.16236942375817556,0.026363829771561986,0.5158968206358728,0.6189900709973589,False,2619
San Juans (Telluride/Purgatory),Spring,days_with_base,Days per 30 with a skiable base,46,within_nino,15,0.17983751697276001,0.032341532510927744,0.5168966206758648,0.6688990105175066,False,2619
N Sangre de Cristo (Taos),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),47,within_nina,16,-0.1707375346980437,0.029151305754765676,0.5170965806838632,0.6509928978614332,False,2619
Bridger Range (Bridger Bowl),Midwinter,mean_swe,Base (mean SWE in window),50,within_nino,18,-0.16042413975560288,0.025735904616325203,0.5180963807238552,0.6189900709973589,False,2619
Missoula ranges (Montana Snowbowl),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,-0.1994911489193626,0.0397967184971673,0.5188962207558488,0.6688990105175066,False,2619
Elk Mtns (Aspen/Crested Butte),Holidays,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.009967330444605944,0.5190634450654772,0.40301026636269627,False,2619
W Central Idaho (Brundage/Tamarack),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.17865092659241452,0.031916153572328285,0.519496100779844,0.6688990105175066,False,2619
Bitterroots (Lost Trail),Holidays,mean_swe,Base (mean SWE in window),59,nested,59,,0.0075745318561805455,0.5197430337725113,0.3578147819208976,False,2619
White Mtns AZ (Sunrise Park),Early season,mean_depth,Base (mean snow depth),25,nested,25,,0.019984100397811677,0.5199649697534574,0.5351255042517953,False,2619
Whitefish & Flathead Range,Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),52,within_nina,18,-0.16267203270376226,0.0264621902239739,0.5206958608278345,0.6189900709973589,False,2619
Mt Hood,Spring,mean_swe,Base (mean SWE in window),48,within_nino,16,0.17596814685851336,0.030964788708819326,0.5206958608278345,0.6509928978614332,False,2619
San Juans (Telluride/Purgatory),Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,-0.17918565384051915,0.03210749854225436,0.5212957408518296,0.6688990105175066,False,2619
Ruby Mtns & NE Nevada,Holidays,mean_swe,Base (mean SWE in window),46,nested,46,,0.009832121278149072,0.5219258519660875,0.40301026636269627,False,2619
Sawtooth & Smoky (Sun Valley),Early season,days_with_base,Days per 30 with a skiable base,46,nested,46,,0.009828707088462958,0.5219984865170506,0.40301026636269627,False,2619
Whitefish & Flathead Range,Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),52,within_nina,18,-0.1578998562403706,0.0249323646007297,0.5236952609478105,0.6189900709973589,False,2619
E Cascades rain shadow (Mission Ridge),Midwinter,days_with_base,Days per 30 with a skiable base,45,nested,45,,0.009986956046138553,0.5237308308551551,0.40723664075787896,False,2619
S Sierra (Mammoth/June),Midwinter,new_snow_in_total,Total new snow in the window (in),48,nested,48,,0.00926016007326755,0.5246596342803622,0.3949367405566347,False,2619
Tetons (Jackson/Targhee),Holidays,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.009668864091344471,0.5254189163280898,0.40301026636269627,False,2619
Tetons (Jackson/Targhee),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.00964469704308847,0.5259394778421356,0.40301026636269627,False,2619
San Francisco Peaks (AZ Snowbowl),Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,0.17292130883892662,0.029901779050567442,0.5282943411317736,0.6688990105175066,False,2619
Jemez (Pajarito),Holidays,mean_depth,Base (mean snow depth),25,nested,25,,0.01917862816434451,0.5285832408700526,0.5351255042517953,False,2619
S San Juans (Wolf Creek),Early season,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,-0.1738087178416336,0.0302094703977526,0.5292941411717657,0.6509928978614332,False,2619
Gore & Tenmile (Vail/Summit/Copper),Midwinter,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.009040708522999395,0.5296365378033074,0.3949367405566347,False,2619
W Central Idaho (Brundage/Tamarack),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.009472109380728426,0.5296836011855026,0.40301026636269627,False,2619
E Cascades rain shadow (Mission Ridge),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),45,within_nina,16,-0.16786384740087942,0.028178271264225733,0.5296940611877624,0.6509928978614332,False,2619
Beartooth & Absaroka (Red Lodge),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),53,nested,53,,0.008095712597201002,0.5300666663865554,0.37669626558347646,False,2619
Central Oregon (Mt Bachelor),Holidays,days_with_base,Days per 30 with a skiable base,46,within_nina,16,-0.16898207568249907,0.028554941901965843,0.5300939812037593,0.6509928978614332,False,2619
W Central Idaho (Brundage/Tamarack),Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,0.18335073576914984,0.0336174923070886,0.5308938212357528,0.6688990105175066,False,2619
Snowy Range & Sierra Madre,Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nina,16,0.17237247561050273,0.02971227034809336,0.5308938212357528,0.6509928978614332,False,2619
Mt Hood,Spring,days_with_base,Days per 30 with a skiable base,48,within_nino,16,0.17123825276198174,0.029322539208976345,0.5308938212357528,0.6509928978614332,False,2619
White Mtns AZ (Sunrise Park),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,-0.1707416023365824,0.02915269476846364,0.5312937412517497,0.6509928978614332,False,2619
Mt Hood,Spring,mean_swe,Base (mean SWE in window),48,nested,48,,0.00891424575703127,0.5325426479879449,0.3949367405566347,False,2619
Jemez (Pajarito),Spring,days_with_base,Days per 30 with a skiable base,46,within_nina,16,0.17232190595061583,0.02969483927045289,0.5332933413317337,0.6509928978614332,False,2619
Chugach (Alyeska),Holidays,mean_swe,Base (mean SWE in window),43,within_nina,15,-0.17911536049870952,0.03208231236658267,0.5346930613877224,0.6688990105175066,False,2619
White Mtns AZ (Sunrise Park),Spring,mean_swe,Base (mean SWE in window),46,within_nina,16,0.1658879526855542,0.02751881284620467,0.5374925014997001,0.6509928978614332,False,2619
Madison & Gallatin (Big Sky),Early season,days_with_base,Days per 30 with a skiable base,60,within_nina,22,-0.1458201283785277,0.021263509840330302,0.5374925014997001,0.5667539699566799,False,2619
Wasatch (Alta/Snowbird/Park City),Holidays,mean_swe,Base (mean SWE in window),48,within_nina,16,0.1635317831111477,0.02674264408751145,0.5378924215156968,0.6509928978614332,False,2619
San Juans (Telluride/Purgatory),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,0.16516031105645446,0.027277928348264792,0.5392921415716857,0.6509928978614332,False,2619
S Washington Cascades (Crystal/White Pass),Spring,new_snow_in_total,Total new snow in the window (in),45,nested,45,,0.009254746372407878,0.5394313472336314,0.40723664075787896,False,2619
Front Range (Winter Park/Loveland/A-Basin),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nina,16,-0.17867090210986478,0.031923291260752884,0.5394921015796841,0.6509928978614332,False,2619
W Central Idaho (Brundage/Tamarack),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,-0.16897667264662738,0.028553115898725473,0.5394921015796841,0.6509928978614332,False,2619
Markagunt (Brian Head),Early season,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.00902245716729242,0.5396644266712127,0.40301026636269627,False,2619
Sawtooth & Smoky (Sun Valley),Early season,days_with_base,Days per 30 with a skiable base,46,within_nina,16,0.17195077165291622,0.029567067872033337,0.5398920215956808,0.6509928978614332,False,2619
Missoula ranges (Montana Snowbowl),Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,-0.16704423545144786,0.02790377659755875,0.5402919416116777,0.6688990105175066,False,2619
Coeur d'Alenes (Silver/Lookout),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),44,within_nino,15,-0.17086759601944476,0.029195735369464175,0.5402919416116777,0.6688990105175066,False,2619
San Francisco Peaks (AZ Snowbowl),Midwinter,days_with_base,Days per 30 with a skiable base,46,nested,46,,0.008977599795900825,0.5406786533273837,0.40301026636269627,False,2619
Missoula ranges (Montana Snowbowl),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,-0.17039224914238194,0.02903351856779956,0.5406918616276745,0.6688990105175066,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Early season,new_snow_in_total,Total new snow in the window (in),48,within_nino,16,0.15765226439834262,0.02485423646992493,0.5414917016596681,0.6509928978614332,False,2619
Coeur d'Alenes (Silver/Lookout),Holidays,mean_swe,Base (mean SWE in window),44,within_nino,15,0.17383776424980266,0.030219568279369967,0.5418916216756648,0.6688990105175066,False,2619
Selkirks (Schweitzer),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),45,within_nina,16,-0.17136707220928582,0.02936667343758258,0.5418916216756648,0.6509928978614332,False,2619
San Juans (Telluride/Purgatory),Midwinter,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.16266609474800817,0.02646025838056797,0.5420915816836632,0.6509928978614332,False,2619
Markagunt (Brian Head),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,0.15912668802948893,0.025321302843234295,0.5422915416916617,0.6509928978614332,False,2619
Madison & Gallatin (Big Sky),Early season,mean_swe,Base (mean SWE in window),60,within_nina,22,0.1383141543430352,0.019130805291628965,0.5432913417316537,0.5667539699566799,False,2619
Bridger Range (Bridger Bowl),Midwinter,mean_depth,Base (mean snow depth),24,nested,24,,0.018751414807330277,0.5434076978869713,0.5450809287304434,False,2619
Chugach (Alyeska),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),43,within_nino,15,-0.17345310545438897,0.03008597979177138,0.5438912217556489,0.6688990105175066,False,2619
Central Oregon (Mt Bachelor),Midwinter,mean_swe,Base (mean SWE in window),46,nested,46,,0.008800579967916633,0.544715062281137,0.40301026636269627,False,2619
N Sangre de Cristo (Taos),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),47,within_nina,16,0.16638251656272066,0.027683141817744013,0.5450909818036392,0.6509928978614332,False,2619
San Juans (Telluride/Purgatory),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,-0.1707264963399006,0.029147536552498098,0.5450909818036392,0.6688990105175066,False,2619
Wind River Range,Holidays,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.008354262707917176,0.5457622093099617,0.3949367405566347,False,2619
Park Range (Steamboat),Early season,mean_swe,Base (mean SWE in window),47,nested,47,,0.008547072624834007,0.5458303446629507,0.39891242123069554,False,2619
Missoula ranges (Montana Snowbowl),Holidays,days_with_base,Days per 30 with a skiable base,43,within_nina,16,-0.16109996472435173,0.025953198634187373,0.5460907818436312,0.6509928978614332,False,2619
Elk Mtns (Aspen/Crested Butte),Midwinter,mean_swe,Base (mean SWE in window),46,nested,46,,0.008736168059978084,0.5461974453124961,0.40301026636269627,False,2619
Whitefish & Flathead Range,Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),52,nested,52,,0.007635074016590631,0.5462488797115252,0.38014271330980004,False,2619
S Sangre de Cristo (Santa Fe),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,0.15197124619856275,0.023095259671144175,0.5462907418516296,0.6509928978614332,False,2619
San Francisco Peaks (AZ Snowbowl),Holidays,mean_swe,Base (mean SWE in window),46,within_nino,15,0.1641130581882734,0.02693309586790761,0.5462907418516296,0.6688990105175066,False,2619
S Washington Cascades (Crystal/White Pass),Holidays,mean_swe,Base (mean SWE in window),45,within_nino,15,0.1689406250689323,0.028540934798681552,0.5466906618676265,0.6688990105175066,False,2619
Bighorn Mtns (Meadowlark),Holidays,mean_swe,Base (mean SWE in window),48,nested,48,,0.008288442045812907,0.5473552453993572,0.3949367405566347,False,2619
Blue Mtns (Anthony Lakes),Holidays,mean_depth,Base (mean snow depth),28,nested,28,,0.015281218071587119,0.5474128449697637,0.5082126283577936,False,2619
Madison & Gallatin (Big Sky),Spring,mean_swe,Base (mean SWE in window),60,nested,60,,0.0064975778911560735,0.5475034494388706,0.35493516594241575,False,2619
S Sangre de Cristo (Santa Fe),Holidays,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.008670760441612073,0.5477103266829342,0.40301026636269627,False,2619
Wasatch (Alta/Snowbird/Park City),Spring,days_with_base,Days per 30 with a skiable base,48,within_nina,16,-0.16719479218598252,0.027954098534113882,0.5488902219556089,0.6509928978614332,False,2619
Uinta Mtns,Midwinter,mean_swe,Base (mean SWE in window),48,nested,48,,0.008205334754708518,0.5493789161795235,0.3949367405566347,False,2619
Wind River Range,Midwinter,mean_swe,Base (mean SWE in window),48,within_nino,16,-0.16181935167937966,0.026185502577934755,0.5498900219956009,0.6509928978614332,False,2619
Sawtooth & Smoky (Sun Valley),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.008568111316612649,0.5501002069931554,0.40301026636269627,False,2619
White Mtns AZ (Sunrise Park),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,0.16390986350438036,0.0268664433540246,0.5504899020195961,0.6509928978614332,False,2619
Jemez (Pajarito),Midwinter,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.008509383048648391,0.5514761984035292,0.40301026636269627,False,2619
Madison & Gallatin (Big Sky),Early season,days_with_base,Days per 30 with a skiable base,60,nested,60,,0.006364940717642122,0.551633294751338,0.35493516594241575,False,2619
Bighorn Mtns (Meadowlark),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,nested,48,,0.008098269358013652,0.5520064220861923,0.3949367405566347,False,2619
Mt Hood,Midwinter,new_snow_in_total,Total new snow in the window (in),48,nested,48,,0.008095445892469662,0.5520760282766559,0.3949367405566347,False,2619
Selkirks (Schweitzer),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),44,nested,44,,0.008893356370203814,0.5524814051789095,0.41159838137646865,False,2619
Jemez (Pajarito),Spring,mean_swe,Base (mean SWE in window),46,within_nino,15,0.16547111819380364,0.027380690956307734,0.5530893821235753,0.6688990105175066,False,2619
Chugach (Alyeska),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),43,within_nino,15,0.16851172887330124,0.028396202767868986,0.5536892621475705,0.6688990105175066,False,2619
W Central Idaho (Brundage/Tamarack),Holidays,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,0.160700860054909,0.025824766422387447,0.5538892221555689,0.6688990105175066,False,2619
Elk Mtns (Aspen/Crested Butte),Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,-0.16433049459172905,0.02700451145276229,0.5540891821635673,0.6688990105175066,False,2619
San Francisco Peaks (AZ Snowbowl),Spring,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,0.16205650463548968,0.026262310694672487,0.5548890221955609,0.6509928978614332,False,2619
S San Juans (Wolf Creek),Spring,days_with_base,Days per 30 with a skiable base,46,nested,46,,0.008347649177253152,0.5552988276302995,0.40301026636269627,False,2619
North Cascades (Mt Baker),Early season,days_with_base,Days per 30 with a skiable base,31,nested,31,,0.013039301285652586,0.5553139059675527,0.48496043336552974,False,2619
Whitefish & Flathead Range,Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),52,nested,52,,0.007247491508822647,0.5566540366625583,0.38014271330980004,False,2619
Bighorn Mtns (Meadowlark),Midwinter,mean_swe,Base (mean SWE in window),48,within_nina,16,0.15623571411626577,0.02440959836541953,0.5566886622675465,0.6509928978614332,False,2619
Madison & Gallatin (Big Sky),Holidays,mean_swe,Base (mean SWE in window),60,within_nina,22,0.13172093814919297,0.017350405546903522,0.5566886622675465,0.5667539699566799,False,2619
Elk Mtns (Aspen/Crested Butte),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,0.16310177674747897,0.02660218957818447,0.5568886222755449,0.6509928978614332,False,2619
Tetons (Jackson/Targhee),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,-0.15591439134058324,0.02430929742710454,0.5570885822835433,0.6509928978614332,False,2619
Ruby Mtns & NE Nevada,Spring,mean_swe,Base (mean SWE in window),46,within_nina,16,0.16481694280963025,0.027164624637112927,0.5576884623075385,0.6509928978614332,False,2619
Front Range (Winter Park/Loveland/A-Basin),Holidays,mean_depth,Base (mean snow depth),28,within_nina,12,0.180485394131317,0.03257497749473684,0.5582883423315337,0.732389290340833,False,2619
Front Range (Winter Park/Loveland/A-Basin),Spring,mean_swe,Base (mean SWE in window),48,within_nino,16,-0.15774461729088682,0.02488336428424835,0.5582883423315337,0.6509928978614332,False,2619
E Cascades rain shadow (Mission Ridge),Holidays,days_with_base,Days per 30 with a skiable base,45,nested,45,,0.00841151570507502,0.5585987163527182,0.40723664075787896,False,2619
Madison & Gallatin (Big Sky),Spring,mean_swe,Base (mean SWE in window),60,within_nina,22,-0.13521438878876987,0.018282930935520615,0.5588882223555289,0.5667539699566799,False,2619
Chugach (Alyeska),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),43,within_nino,15,-0.17569148017728392,0.030867496206884948,0.5590881823635273,0.6688990105175066,False,2619
Bitterroots (Lost Trail),Holidays,mean_swe,Base (mean SWE in window),59,within_nino,20,0.13808728649592078,0.019068098691806507,0.5592881423715257,0.5911839833526782,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),48,nested,48,,0.007800936706712187,0.5594275734102592,0.3949367405566347,False,2619
Central Oregon (Mt Bachelor),Early season,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.008168568376999896,0.5595896425737603,0.40301026636269627,False,2619
E Cascades rain shadow (Mission Ridge),Midwinter,new_snow_in_total,Total new snow in the window (in),45,nested,45,,0.00834887671029411,0.5600730778866747,0.40723664075787896,False,2619
San Francisco Peaks (AZ Snowbowl),Holidays,mean_swe,Base (mean SWE in window),46,nested,46,,0.008118815688621923,0.5607928252746105,0.40301026636269627,False,2619
E Cascades rain shadow (Mission Ridge),Holidays,days_with_base,Days per 30 with a skiable base,45,within_nina,16,0.16486411751192426,0.02718017724298557,0.5608878224355129,0.6509928978614332,False,2619
San Juans (Telluride/Purgatory),Spring,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,0.1634061632284891,0.026701574181055628,0.5618876224755049,0.6688990105175066,False,2619
Bighorn Mtns (Meadowlark),Spring,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,-0.160238190678401,0.025676277751887598,0.5618876224755049,0.6509928978614332,False,2619
Gore & Tenmile (Vail/Summit/Copper),Spring,mean_swe,Base (mean SWE in window),48,within_nino,16,-0.156054942586638,0.024353145105718878,0.562887422515497,0.6509928978614332,False,2619
Uinta Mtns,Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,0.15800054205941674,0.02496417129106952,0.563887222555489,0.6509928978614332,False,2619
Blue Mtns (Anthony Lakes),Spring,new_snow_in_total,Total new snow in the window (in),48,within_nino,16,0.14994589966837052,0.02248377282735704,0.5642871425714857,0.6509928978614332,False,2619
Klamath & Siskiyou (Mt Shasta),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,-0.1702637056342344,0.028989729456301225,0.564887022595481,0.6688990105175066,False,2619
Gore & Tenmile (Vail/Summit/Copper),Spring,mean_swe,Base (mean SWE in window),48,nested,48,,0.007543653466027599,0.5660025530225483,0.3949367405566347,False,2619
